# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0048074	negative regulation of eye pigmentation	414	1.335991e-2	1.000000e+0	4.149317e-1	7.435116e+1	1.344969e-2	1	3.967460e-5	2.949853e-3	814	2.645478e-2	1.000000e+0	4.178815e-1	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_16	Ihh
GO Biological Process	GO:0030316	osteoclast differentiation	416	1.339156e-2	1.000000e+0	4.139151e-1	3.615141e+0	1.383072e+0	5	4.079858e-3	1.474926e-2	351	3.899497e-3	1.000000e+0	1.428482e-1	4.725044e+0	1.058191e+0	5	40	8.833922e-3	1.250000e-1	MSPC_Peak_12,MSPC_Peak_161,MSPC_Peak_165,MSPC_Peak_186,MSPC_Peak_278	Foxp1,Lrrk1,Snx10,Tnfrsf11a,Traf6
GO Biological Process	GO:0016553	base conversion or substitution editing	417	1.341826e-2	1.000000e+0	4.137458e-1	1.151339e+1	1.737109e-1	2	5.124214e-4	5.899705e-3	679	1.759830e-2	1.000000e+0	3.332532e-1	9.450088e+0	2.116382e-1	2	8	3.533569e-3	2.500000e-1	MSPC_Peak_158,MSPC_Peak_286	Adar,Apobec1
GO Biological Process	GO:0002933	lipid hydroxylation	418	1.347512e-2	1.000000e+0	4.145050e-1	7.371117e+1	1.356647e-2	1	4.001907e-5	2.949853e-3	1200	5.221091e-2	1.000000e+0	5.594399e-1	1.890018e+1	5.290956e-2	1	2	1.766784e-3	5.000000e-1	MSPC_Peak_323	Cyp3a13
GO Biological Process	GO:0007095	mitotic G2 DNA damage checkpoint	419	1.348344e-2	1.000000e+0	4.137711e-1	6.135669e+0	4.889442e-1	3	1.442313e-3	8.849558e-3	637	1.501667e-2	1.000000e+0	3.031151e-1	5.670053e+0	5.290956e-1	3	20	5.300353e-3	1.500000e-1	MSPC_Peak_271,MSPC_Peak_52,MSPC_Peak_64	Blm,Hmga2,Syf2
GO Biological Process	GO:0007259	JAK-STAT cascade	420	1.350996e-2	1.000000e+0	4.135978e-1	4.425565e+0	9.038394e-1	4	2.666193e-3	1.179941e-2	262	1.877679e-3	1.000000e+0	9.214961e-2	5.558875e+0	8.994625e-1	5	34	8.833922e-3	1.470588e-1	MSPC_Peak_181,MSPC_Peak_43,MSPC_Peak_47,MSPC_Peak_79	Hes1,Il15ra,Socs1,Stat3,Stat5a
GO Biological Process	GO:0042088	T-helper 1 type immune response	421	1.351270e-2	1.000000e+0	4.126990e-1	6.130642e+0	4.893451e-1	3	1.443496e-3	8.849558e-3	592	1.301552e-2	1.000000e+0	2.826918e-1	5.968477e+0	5.026408e-1	3	19	5.300353e-3	1.578947e-1	MSPC_Peak_161,MSPC_Peak_249,MSPC_Peak_5	Il18bp,Slamf1,Traf6
GO Biological Process	GO:0098602	single organism cell adhesion	422	1.359899e-2	1.000000e+0	4.143503e-1	1.677736e+0	1.311291e+1	22	3.868114e-2	6.489676e-2	104	1.531830e-4	1.000000e+0	1.893872e-2	2.250021e+0	1.111101e+1	25	420	4.416961e-2	5.952381e-2	MSPC_Peak_110,MSPC_Peak_149,MSPC_Peak_155,MSPC_Peak_16,MSPC_Peak_164,MSPC_Peak_165,MSPC_Peak_191,MSPC_Peak_229,MSPC_Peak_24,MSPC_Peak_240,MSPC_Peak_253,MSPC_Peak_254,MSPC_Peak_269,MSPC_Peak_271,MSPC_Peak_333,MSPC_Peak_335,MSPC_Peak_5,MSPC_Peak_66,MSPC_Peak_72,MSPC_Peak_75,MSPC_Peak_79,MSPC_Peak_88	Atg5,B2m,Blm,Cd48,Chd7,Cyld,Fas,Foxp1,H2-M3,Ihh,Irf4,Kit,Nhej1,Pdgfra,Plpp3,Psmb10,Ptpru,Rhoh,Smad3,Stat3,Stat5a,Stx11,Ubash3b,Wnt7b,Zfp36l2
GO Biological Process	GO:0014894	response to denervation involved in regulation of muscle adaptation	423	1.366065e-2	1.000000e+0	4.152450e-1	6.105447e+0	4.913645e-1	3	1.449453e-3	8.849558e-3	984	3.280466e-2	1.000000e+0	4.286609e-1	6.872792e+0	2.910026e-1	2	11	3.533569e-3	1.818182e-1	MSPC_Peak_13,MSPC_Peak_15,MSPC_Peak_75	Hdac4,Utrn
GO Biological Process	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	424	1.377922e-2	1.000000e+0	4.178613e-1	1.963757e+0	7.129191e+0	14	2.103006e-2	4.129794e-2	155	4.750385e-4	1.000000e+0	3.940674e-2	2.829973e+0	4.947044e+0	14	187	2.473498e-2	7.486631e-2	MSPC_Peak_130,MSPC_Peak_136,MSPC_Peak_166,MSPC_Peak_168,MSPC_Peak_174,MSPC_Peak_203,MSPC_Peak_232,MSPC_Peak_235,MSPC_Peak_254,MSPC_Peak_259,MSPC_Peak_310,MSPC_Peak_73,MSPC_Peak_85,MSPC_Peak_94	Acvr2a,Bmp10,Bmp2,Cited2,Dcp1a,Hfe,Inhba,Jun,Nceh1,Smad1,Smad3,Stoml1,Tmem100,Trps1
GO Biological Process	GO:1902728	positive regulation of growth factor dependent skeletal muscle satellite cell proliferation	425	1.378482e-2	1.000000e+0	4.170476e-1	7.204389e+1	1.388043e-2	1	4.094521e-5	2.949853e-3	814	2.645478e-2	1.000000e+0	4.178815e-1	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_79	Stat3
GO Biological Process	GO:0032479	regulation of type I interferon production	426	1.385631e-2	1.000000e+0	4.182264e-1	3.583635e+0	1.395231e+0	5	4.115727e-3	1.474926e-2	1341	5.326450e-2	1.000000e+0	5.107196e-1	2.454568e+0	2.037018e+0	5	77	8.833922e-3	6.493506e-2	MSPC_Peak_169,MSPC_Peak_290,MSPC_Peak_321,MSPC_Peak_50,MSPC_Peak_81	Dhx58,Nmi,Rnf216,Tbk1,Tlr2
GO Biological Process	GO:0016071	mRNA metabolic process	427	1.393459e-2	1.000000e+0	4.196041e-1	1.724479e+0	1.159770e+1	20	3.421151e-2	5.899705e-2	793	2.454517e-2	1.000000e+0	3.979846e-1	1.597198e+0	1.314803e+1	21	497	3.710247e-2	4.225352e-2	MSPC_Peak_105,MSPC_Peak_130,MSPC_Peak_147,MSPC_Peak_158,MSPC_Peak_160,MSPC_Peak_218,MSPC_Peak_223,MSPC_Peak_228,MSPC_Peak_240,MSPC_Peak_280,MSPC_Peak_286,MSPC_Peak_288,MSPC_Peak_29,MSPC_Peak_296,MSPC_Peak_299,MSPC_Peak_307,MSPC_Peak_311,MSPC_Peak_62,MSPC_Peak_64,MSPC_Peak_8	Adar,Apobec1,Apobec4,Cebpg,Cmtr1,Dcp1a,Dcp2,Dhx34,Ern2,Esrp1,Mov10,Pabpc2,Patl2,Polr2g,Rbbp6,Smg1,Srrm1,Syf2,Usb1,Virma,Zfp36l2
GO Biological Process	GO:0042308	negative regulation of protein import into nucleus	428	1.412815e-2	1.000000e+0	4.244387e-1	3.096654e+0	1.937575e+0	6	5.715562e-3	1.769912e-2	323	3.225228e-3	1.000000e+0	1.283900e-1	4.123675e+0	1.455013e+0	6	55	1.060071e-2	1.090909e-1	MSPC_Peak_117,MSPC_Peak_136,MSPC_Peak_164,MSPC_Peak_194,MSPC_Peak_257,MSPC_Peak_339	Cyld,Fermt1,Fzd1,Parp10,Pkig,Uaca
GO Biological Process	GO:0032496	response to lipopolysaccharide	429	1.428410e-2	1.000000e+0	4.281234e-1	1.857078e+0	8.615687e+0	16	2.541500e-2	4.719764e-2	651	1.591820e-2	1.000000e+0	3.144028e-1	1.865149e+0	8.042253e+0	15	304	2.650177e-2	4.934211e-2	MSPC_Peak_101,MSPC_Peak_103,MSPC_Peak_109,MSPC_Peak_12,MSPC_Peak_161,MSPC_Peak_164,MSPC_Peak_165,MSPC_Peak_187,MSPC_Peak_221,MSPC_Peak_231,MSPC_Peak_24,MSPC_Peak_249,MSPC_Peak_260,MSPC_Peak_92,MSPC_Peak_93,MSPC_Peak_94	Abr,Cebpb,Cmpk2,Fas,Fgf10,Foxp1,Gbp2,Il18bp,Irgm2,Jun,Nod2,Pde4b,Plscr4,Tnfrsf11a,Traf6
GO Biological Process	GO:0061003	positive regulation of dendritic spine morphogenesis	430	1.430625e-2	1.000000e+0	4.277901e-1	5.999607e+0	5.000328e-1	3	1.475023e-3	8.849558e-3	521	9.497763e-3	1.000000e+0	2.343997e-1	6.670651e+0	4.497312e-1	3	17	5.300353e-3	1.764706e-1	MSPC_Peak_153,MSPC_Peak_159,MSPC_Peak_42	Caprin1,Itpka,Kalrn
GO Biological Process	GO:0010821	regulation of mitochondrion organization	431	1.431648e-2	1.000000e+0	4.271028e-1	2.169173e+0	5.071056e+0	11	1.495887e-2	3.244838e-2	512	8.972499e-3	1.000000e+0	2.253289e-1	2.201962e+0	5.449685e+0	12	206	2.120141e-2	5.825243e-2	MSPC_Peak_125,MSPC_Peak_141,MSPC_Peak_24,MSPC_Peak_256,MSPC_Peak_309,MSPC_Peak_310,MSPC_Peak_313,MSPC_Peak_43,MSPC_Peak_49,MSPC_Peak_56,MSPC_Peak_97	Bak1,Bcl2l11,Fas,Fbxo7,Hes1,Opa1,Park2,Rnf31,Sh3glb1,Srebf1,Stat2,Tnfsf10
GO Biological Process	GO:0098586	cellular response to virus	432	1.449386e-2	1.000000e+0	4.313936e-1	4.332281e+0	9.233012e-1	4	2.723602e-3	1.179941e-2	1100	4.407459e-2	1.000000e+0	5.151919e-1	3.780035e+0	7.936434e-1	3	30	5.300353e-3	1.000000e-1	MSPC_Peak_101,MSPC_Peak_103,MSPC_Peak_141,MSPC_Peak_286	Adar,Bcl2l11,Irgm2
GO Biological Process	GO:2000786	positive regulation of autophagosome assembly	433	1.458567e-2	1.000000e+0	4.331237e-1	1.101470e+1	1.815755e-1	2	5.356211e-4	5.899705e-3	922	2.731164e-2	1.000000e+0	3.808819e-1	7.560071e+0	2.645478e-1	2	10	3.533569e-3	2.000000e-1	MSPC_Peak_179,MSPC_Peak_256	Pip4k2a,Sh3glb1
GO Biological Process	GO:0030101	natural killer cell activation	434	1.465373e-2	1.000000e+0	4.341421e-1	4.317865e+0	9.263837e-1	4	2.732695e-3	1.179941e-2	1663	8.535211e-2	1.000000e+0	6.599263e-1	2.400022e+0	1.666651e+0	4	63	7.067138e-3	6.349206e-2	MSPC_Peak_5,MSPC_Peak_75,MSPC_Peak_76,MSPC_Peak_79	Slamf1,Stat5a,Stx11,Ulbp1
GO Biological Process	GO:0046427	positive regulation of JAK-STAT cascade	435	1.471175e-2	1.000000e+0	4.348590e-1	3.068419e+0	1.955405e+0	6	5.768155e-3	1.769912e-2	781	2.393941e-2	1.000000e+0	3.941267e-1	3.048416e+0	1.640196e+0	5	62	8.833922e-3	8.064516e-2	MSPC_Peak_123,MSPC_Peak_333,MSPC_Peak_39,MSPC_Peak_40,MSPC_Peak_41,MSPC_Peak_43	Cenpj,Hes1,Kit,Parp14,Parp9
GO Biological Process	GO:0060561	apoptotic process involved in morphogenesis	436	1.486097e-2	1.000000e+0	4.382623e-1	5.913608e+0	5.073045e-1	3	1.496473e-3	8.849558e-3	562	1.117658e-2	1.000000e+0	2.557090e-1	6.300059e+0	4.761860e-1	3	18	5.300353e-3	1.666667e-1	MSPC_Peak_141,MSPC_Peak_191,MSPC_Peak_309	Bak1,Bcl2l11,Wnt7b
GO Biological Process	GO:0060548	negative regulation of cell death	437	1.504598e-2	1.000000e+0	4.427030e-1	1.405859e+0	3.058629e+1	43	9.022505e-2	1.268437e-1	90	1.010529e-4	1.000000e+0	1.443709e-2	1.792594e+0	2.566114e+1	46	970	8.127208e-2	4.742268e-2	MSPC_Peak_1,MSPC_Peak_109,MSPC_Peak_112,MSPC_Peak_115,MSPC_Peak_125,MSPC_Peak_131,MSPC_Peak_140,MSPC_Peak_142,MSPC_Peak_16,MSPC_Peak_164,MSPC_Peak_165,MSPC_Peak_170,MSPC_Peak_187,MSPC_Peak_191,MSPC_Peak_194,MSPC_Peak_20,MSPC_Peak_205,MSPC_Peak_222,MSPC_Peak_226,MSPC_Peak_23,MSPC_Peak_24,MSPC_Peak_243,MSPC_Peak_254,MSPC_Peak_255,MSPC_Peak_271,MSPC_Peak_283,MSPC_Peak_285,MSPC_Peak_286,MSPC_Peak_296,MSPC_Peak_302,MSPC_Peak_313,MSPC_Peak_333,MSPC_Peak_334,MSPC_Peak_339,MSPC_Peak_43,MSPC_Peak_52,MSPC_Peak_56,MSPC_Peak_66,MSPC_Peak_69,MSPC_Peak_70,MSPC_Peak_73,MSPC_Peak_79,MSPC_Peak_94	Adar,Ahi1,Apbb2,Arhgap10,Atg5,Blm,Ccnd2,Cd34,Cebpb,Chga,Cited2,Ctsh,Ddias,Fas,Fbxo7,Fgf10,Flt3l,Foxp1,Fzd1,Grina,Hmga2,Ifit3,Ihh,Jun,Kit,Kras,Meis3,Nod2,Opa1,Pacrg,Park2,Pim1,Ppara,Ptpn1,Rbck1,Rnf31,Rps6ka1,Serpinb9,Sgk3,Smad3,Snai1,Spry2,Stat3,Stat5a,Vtcn1,Zmynd11
GO Biological Process	GO:0002707	negative regulation of lymphocyte mediated immunity	438	1.507452e-2	1.000000e+0	4.425301e-1	4.280838e+0	9.343964e-1	4	2.756332e-3	1.179941e-2	731	2.087498e-2	1.000000e+0	3.671826e-1	3.780035e+0	1.058191e+0	4	40	7.067138e-3	1.000000e-1	MSPC_Peak_164,MSPC_Peak_222,MSPC_Peak_232,MSPC_Peak_5	Hfe,Nod2,Serpinb9,Slamf1
GO Biological Process	GO:0035803	egg coat formation	439	1.521546e-2	1.000000e+0	4.456501e-1	6.522282e+1	1.533206e-2	1	4.522731e-5	2.949853e-3	1200	5.221091e-2	1.000000e+0	5.594399e-1	1.890018e+1	5.290956e-2	1	2	1.766784e-3	5.000000e-1	MSPC_Peak_16	Ihh
GO Biological Process	GO:0050995	negative regulation of lipid catabolic process	440	1.523817e-2	1.000000e+0	4.453009e-1	5.857529e+0	5.121613e-1	3	1.510800e-3	8.849558e-3	715	1.951139e-2	1.000000e+0	3.508776e-1	5.154594e+0	5.820051e-1	3	22	5.300353e-3	1.363636e-1	MSPC_Peak_233,MSPC_Peak_271,MSPC_Peak_325	Crtc3,Hcar2,Pde3b
GO Biological Process	GO:1905402	regulation of activated CD8-positive, alpha-beta T cell apoptotic process	441	1.530864e-2	1.000000e+0	4.463458e-1	6.482276e+1	1.542668e-2	1	4.550643e-5	2.949853e-3	1200	5.221091e-2	1.000000e+0	5.594399e-1	1.890018e+1	5.290956e-2	1	2	1.766784e-3	5.000000e-1	MSPC_Peak_26	Cd274
GO Biological Process	GO:0001947	heart looping	442	1.544562e-2	1.000000e+0	4.493208e-1	2.737659e+0	2.556929e+0	7	7.542564e-3	2.064897e-2	220	1.107136e-3	1.000000e+0	6.470707e-2	4.337745e+0	1.613742e+0	7	61	1.236749e-2	1.147541e-1	MSPC_Peak_107,MSPC_Peak_16,MSPC_Peak_254,MSPC_Peak_38,MSPC_Peak_70,MSPC_Peak_73,MSPC_Peak_90	Ahi1,Cited2,Hand1,Ift57,Ihh,Smad3,Tbx2
GO Biological Process	GO:0042413	carnitine catabolic process	443	1.544948e-2	1.000000e+0	4.484185e-1	6.422729e+1	1.556971e-2	1	4.592834e-5	2.949853e-3	814	2.645478e-2	1.000000e+0	4.178815e-1	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_17	Acadl
GO Biological Process	GO:0002711	positive regulation of T cell mediated immunity	444	1.560923e-2	1.000000e+0	4.520349e-1	4.235596e+0	9.443772e-1	4	2.785773e-3	1.179941e-2	625	1.460909e-2	1.000000e+0	3.005499e-1	4.200039e+0	9.523720e-1	4	36	7.067138e-3	1.111111e-1	MSPC_Peak_149,MSPC_Peak_161,MSPC_Peak_253,MSPC_Peak_284	B2m,H2-M3,Tap2,Traf6
GO Biological Process	GO:1903038	negative regulation of leukocyte cell-cell adhesion	445	1.569347e-2	1.000000e+0	4.534531e-1	2.361183e+0	3.811649e+0	9	1.124380e-2	2.654867e-2	308	2.932475e-3	1.000000e+0	1.224213e-1	3.037528e+0	2.962935e+0	9	112	1.590106e-2	8.035714e-2	MSPC_Peak_109,MSPC_Peak_16,MSPC_Peak_164,MSPC_Peak_191,MSPC_Peak_232,MSPC_Peak_253,MSPC_Peak_26,MSPC_Peak_283,MSPC_Peak_290	Cd274,Cebpb,Cyld,H2-M3,Hfe,Ihh,Ppara,Tmem131l,Vtcn1
GO Biological Process	GO:0052106	quorum sensing involved in interaction with host	446	1.578817e-2	1.000000e+0	4.551666e-1	6.283871e+1	1.591376e-2	1	4.694324e-5	2.949853e-3	814	2.645478e-2	1.000000e+0	4.178815e-1	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_113	Slc22a5
GO Biological Process	GO:0070715	sodium-dependent organic cation transport	446	1.578817e-2	1.000000e+0	4.551666e-1	6.283871e+1	1.591376e-2	1	4.694324e-5	2.949853e-3	814	2.645478e-2	1.000000e+0	4.178815e-1	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_113	Slc22a5
GO Biological Process	GO:0060731	positive regulation of intestinal epithelial structure maintenance	446	1.578817e-2	1.000000e+0	4.551666e-1	6.283871e+1	1.591376e-2	1	4.694324e-5	2.949853e-3	814	2.645478e-2	1.000000e+0	4.178815e-1	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_113	Slc22a5
GO Biological Process	GO:0002221	pattern recognition receptor signaling pathway	449	1.580481e-2	1.000000e+0	4.526019e-1	3.018841e+0	1.987518e+0	6	5.862884e-3	1.769912e-2	808	2.545709e-2	1.000000e+0	4.051080e-1	3.000028e+0	1.666651e+0	5	63	8.833922e-3	7.936508e-2	MSPC_Peak_101,MSPC_Peak_103,MSPC_Peak_164,MSPC_Peak_18,MSPC_Peak_184,MSPC_Peak_290	Irgm2,Nod2,Pik3ap1,Tlr2,Tril
GO Biological Process	GO:0002275	myeloid cell activation involved in immune response	450	1.581092e-2	1.000000e+0	4.517707e-1	4.219027e+0	9.480858e-1	4	2.796713e-3	1.179941e-2	786	2.453909e-2	1.000000e+0	4.014295e-1	3.600034e+0	1.111101e+0	4	42	7.067138e-3	9.523810e-2	MSPC_Peak_205,MSPC_Peak_333,MSPC_Peak_5,MSPC_Peak_75	Chga,Kit,Slamf1,Stx11
GO Biological Process	GO:0050715	positive regulation of cytokine secretion	451	1.587508e-2	1.000000e+0	4.525982e-1	2.513354e+0	3.182998e+0	8	9.389374e-3	2.359882e-2	649	1.588901e-2	1.000000e+0	3.147934e-1	2.478712e+0	3.227483e+0	8	122	1.413428e-2	6.557377e-2	MSPC_Peak_1,MSPC_Peak_136,MSPC_Peak_164,MSPC_Peak_26,MSPC_Peak_269,MSPC_Peak_283,MSPC_Peak_290,MSPC_Peak_5	Cd274,Cd34,Crtam,Fermt1,Nod2,Slamf1,Tlr2,Vtcn1
GO Biological Process	GO:0042326	negative regulation of phosphorylation	452	1.593916e-2	1.000000e+0	4.534197e-1	1.592756e+0	1.569606e+1	25	4.630106e-2	7.374631e-2	271	2.037077e-3	1.000000e+0	9.665216e-2	1.940643e+0	1.185174e+1	23	448	4.063604e-2	5.133929e-2	MSPC_Peak_109,MSPC_Peak_115,MSPC_Peak_117,MSPC_Peak_13,MSPC_Peak_15,MSPC_Peak_161,MSPC_Peak_217,MSPC_Peak_219,MSPC_Peak_236,MSPC_Peak_243,MSPC_Peak_269,MSPC_Peak_278,MSPC_Peak_286,MSPC_Peak_309,MSPC_Peak_313,MSPC_Peak_314,MSPC_Peak_334,MSPC_Peak_335,MSPC_Peak_40,MSPC_Peak_41,MSPC_Peak_47,MSPC_Peak_56,MSPC_Peak_79,MSPC_Peak_88,MSPC_Peak_94	Adar,Atxn1,Bak1,Fbxo7,Hdac4,Ibtk,Jun,Lrrk1,Park2,Parp14,Pkig,Plpp3,Prr5l,Ptpn1,Rhoh,Socs1,Spry2,Stat3,Taf7,Ubash3b,Uchl1,Wnk2,Zmynd11
GO Biological Process	GO:0071887	leukocyte apoptotic process	453	1.594800e-2	1.000000e+0	4.526697e-1	4.207915e+0	9.505894e-1	4	2.804099e-3	1.179941e-2	356	3.941047e-3	1.000000e+0	1.423426e-1	6.048057e+0	6.613695e-1	4	25	7.067138e-3	1.600000e-1	MSPC_Peak_141,MSPC_Peak_24,MSPC_Peak_309,MSPC_Peak_325	Bak1,Bcl2l11,Fas,Hcar2
GO Biological Process	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	454	1.623226e-2	1.000000e+0	4.597233e-1	4.185246e+0	9.557383e-1	4	2.819287e-3	1.179941e-2	709	1.917743e-2	1.000000e+0	3.477904e-1	3.876959e+0	1.031736e+0	4	39	7.067138e-3	1.025641e-1	MSPC_Peak_130,MSPC_Peak_147,MSPC_Peak_240,MSPC_Peak_307	Dcp1a,Dcp2,Patl2,Zfp36l2
GO Biological Process	GO:0002758	innate immune response-activating signal transduction	455	1.626583e-2	1.000000e+0	4.596616e-1	2.999099e+0	2.000601e+0	6	5.901478e-3	1.769912e-2	951	2.867394e-2	1.000000e+0	3.876861e-1	2.907719e+0	1.719561e+0	5	65	8.833922e-3	7.692308e-2	MSPC_Peak_101,MSPC_Peak_103,MSPC_Peak_164,MSPC_Peak_18,MSPC_Peak_184,MSPC_Peak_290	Irgm2,Nod2,Pik3ap1,Tlr2,Tril
GO Biological Process	GO:0009620	response to fungus	456	1.629015e-2	1.000000e+0	4.593394e-1	5.710404e+0	5.253569e-1	3	1.549725e-3	8.849558e-3	1618	7.861644e-2	1.000000e+0	6.247529e-1	2.984238e+0	1.005282e+0	3	38	5.300353e-3	7.894737e-2	MSPC_Peak_290,MSPC_Peak_309,MSPC_Peak_66	Atg5,Bak1,Tlr2
GO Biological Process	GO:1901666	positive regulation of NAD+ ADP-ribosyltransferase activity	457	1.641106e-2	1.000000e+0	4.617361e-1	6.043463e+1	1.654681e-2	1	4.881064e-5	2.949853e-3	1495	7.728680e-2	1.000000e+0	6.647182e-1	1.260012e+1	7.936434e-2	1	3	1.766784e-3	3.333333e-1	MSPC_Peak_39	Dtx3l
GO Biological Process	GO:0070932	histone H3 deacetylation	458	1.645999e-2	1.000000e+0	4.621016e-1	5.687833e+0	5.274417e-1	3	1.555875e-3	8.849558e-3	1982	1.228383e-1	1.000000e+0	7.968995e-1	3.286987e+0	6.084599e-1	2	23	3.533569e-3	8.695652e-2	MSPC_Peak_11,MSPC_Peak_13,MSPC_Peak_15	Elk4,Hdac4
GO Biological Process	GO:0072384	organelle transport along microtubule	459	1.650163e-2	1.000000e+0	4.622613e-1	3.425383e+0	1.459691e+0	5	4.305873e-3	1.474926e-2	670	1.722879e-2	1.000000e+0	3.306385e-1	3.315820e+0	1.507922e+0	5	57	8.833922e-3	8.771930e-2	MSPC_Peak_170,MSPC_Peak_196,MSPC_Peak_202,MSPC_Peak_209,MSPC_Peak_334	Ap3b1,Arhgap10,Dync1h1,Fyco1,Uchl1
GO Biological Process	GO:0032897	negative regulation of viral transcription	460	1.655241e-2	1.000000e+0	4.626758e-1	5.675680e+0	5.285710e-1	3	1.559206e-3	8.849558e-3	794	2.466756e-2	1.000000e+0	3.994653e-1	4.725044e+0	6.349147e-1	3	24	5.300353e-3	1.250000e-1	MSPC_Peak_246,MSPC_Peak_52,MSPC_Peak_94	Hmga2,Jun,Trim21
GO Biological Process	GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	461	1.660233e-2	1.000000e+0	4.630646e-1	5.669154e+0	5.291795e-1	3	1.561001e-3	8.849558e-3	521	9.497763e-3	1.000000e+0	2.343997e-1	6.670651e+0	4.497312e-1	3	17	5.300353e-3	1.764706e-1	MSPC_Peak_218,MSPC_Peak_240,MSPC_Peak_29	Polr2g,Tnrc6a,Zfp36l2
GO Biological Process	GO:0015847	putrescine transport	462	1.663434e-2	1.000000e+0	4.629531e-1	5.961669e+1	1.677383e-2	1	4.948031e-5	2.949853e-3	1200	5.221091e-2	1.000000e+0	5.594399e-1	1.890018e+1	5.290956e-2	1	2	1.766784e-3	5.000000e-1	MSPC_Peak_78	Azin2
GO Biological Process	GO:0010614	negative regulation of cardiac muscle hypertrophy	463	1.670792e-2	1.000000e+0	4.639966e-1	4.148391e+0	9.642293e-1	4	2.844334e-3	1.179941e-2	217	1.103651e-3	1.000000e+0	6.539514e-2	8.400079e+0	4.761860e-1	4	18	7.067138e-3	2.222222e-1	MSPC_Peak_165,MSPC_Peak_168,MSPC_Peak_254,MSPC_Peak_294	Bmp10,Ctdp1,Foxp1,Smad3
GO Biological Process	GO:2000416	regulation of eosinophil migration	464	1.673533e-2	1.000000e+0	4.637562e-1	1.023678e+1	1.953739e-1	2	5.763242e-4	5.899705e-3	2206	1.486101e-1	1.000000e+0	8.661961e-1	6.300059e+0	1.587287e-1	1	6	1.766784e-3	1.666667e-1	MSPC_Peak_245,MSPC_Peak_250	Dapk2
GO Biological Process	GO:0009110	vitamin biosynthetic process	465	1.683235e-2	1.000000e+0	4.654416e-1	1.020523e+1	1.959780e-1	2	5.781062e-4	5.899705e-3	1110	4.493612e-2	1.000000e+0	5.205303e-1	5.815439e+0	3.439121e-1	2	13	3.533569e-3	1.538462e-1	MSPC_Peak_166,MSPC_Peak_233	Cyp2r1,Mmaa
GO Biological Process	GO:0006611	protein export from nucleus	466	1.684999e-2	1.000000e+0	4.649296e-1	5.637155e+0	5.321834e-1	3	1.569862e-3	8.849558e-3	1149	4.786972e-2	1.000000e+0	5.356909e-1	3.658099e+0	8.200982e-1	3	31	5.300353e-3	9.677419e-2	MSPC_Peak_214,MSPC_Peak_286,MSPC_Peak_324	Adar,Ran,Xpo6
GO Biological Process	GO:0060806	negative regulation of cell differentiation involved in embryonic placenta development	467	1.689861e-2	1.000000e+0	4.652726e-1	5.867653e+1	1.704259e-2	1	5.027313e-5	2.949853e-3	814	2.645478e-2	1.000000e+0	4.178815e-1	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_112	Snai1
GO Biological Process	GO:0002695	negative regulation of leukocyte activation	468	1.692218e-2	1.000000e+0	4.649260e-1	2.114820e+0	5.201388e+0	11	1.534333e-2	3.244838e-2	340	3.616302e-3	1.000000e+0	1.367600e-1	2.598774e+0	4.232765e+0	11	160	1.943463e-2	6.875000e-2	MSPC_Peak_109,MSPC_Peak_16,MSPC_Peak_164,MSPC_Peak_232,MSPC_Peak_24,MSPC_Peak_253,MSPC_Peak_26,MSPC_Peak_283,MSPC_Peak_290,MSPC_Peak_56,MSPC_Peak_93	Abr,Cd274,Cebpb,Cyld,Fas,Fbxo7,H2-M3,Hfe,Ihh,Tmem131l,Vtcn1
GO Biological Process	GO:0001833	inner cell mass cell proliferation	469	1.704076e-2	1.000000e+0	4.671857e-1	1.013836e+1	1.972706e-1	2	5.819192e-4	5.899705e-3	1422	6.564586e-2	1.000000e+0	5.935826e-1	4.725044e+0	4.232765e-1	2	16	3.533569e-3	1.250000e-1	MSPC_Peak_133,MSPC_Peak_167	Gins1,Ncapg2
